n°,titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
32,COVID-19 MASK (Easy-to-print  no support  filter required),-,SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://www.thingiverse.com/thing:4225667?fbclid=IwAR3D_VHzPU5ehzRom5Mwvy0KP0NgBiVQvrWcZcghbgjlkSRc78Jm6uh6MZk,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2012.37.55.png,Mask,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
33,COUVERTURE RÉUTILISABLE DU CADRE D'UN MASQUE FACIAL RESPIRATOIRE,Couverture extérieure du masque,SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://cults3d.com/fr/mod%C3%A8le-3d/outil/reusable-facial-mask-frame,-,-,-,-,-,-,NA,NA,NA,NA,https://files.cults3d.com/uploaders/13368970/illustration-file/1aebd72b-7b07-4082-9b9b-1d10c050334f/try_on_large.jpg,Mask,,,fr,CG,NR,,OUI,
34,MINI-MASQUE POUR CORONAVIRUS COVID-19 AVEC FIL,-,SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://cults3d.com/fr/mod%C3%A8le-3d/outil/mini-mascara-para-coronavirus-covid-19-con-rosca,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2012.41.23.png,Mask,,,fr,CG,NR,,OUI,
35,NanoHack,-,SANTE,PROTECTION,DIY,MASQUE_I3D,ENTREPRISE,Copper3D,https://copper3d.com/hackthepandemic/,-,-,-,-,-,-,NA,NA,NA,NA,https://copper3d.com/wp-content/uploads/2020/03/despiece-e1584500024307.png,Mask : Ils indiquent clairement qu'une v2 va bientôt dortir et recommandent de ne plus imprimer la V1. Je ne sais pas si elle sera sur la même page web,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
36,MASQUE DE PROTECTION COVID-19 FFP2 / PROTECTION MASK COVID-19 FFP2,"Il s'agit d'un modèle de valve inspiré du masque ""nanoHack""  permettant de créer un masque filtrant de catégorie FFP2 avec une pastille prélevée dans un masque ffp2 jetable",SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://cults3d.com/fr/mod%C3%A8le-3d/outil/masque-de-protection-covid-19-ffp2,-,-,-,-,-,-,NA,NA,NA,NA,https://files.cults3d.com/uploaders/14155070/illustration-file/a96ef7ab-be17-4b1e-b368-98780dc79a44/IMG_20200323_223432_large.jpg,mask FFP2,,,en/fr,CG,NR,,OUI,
37,Comment faire un nasobuco ou un masque à la maison,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,http://www.juventudrebelde.cu/suplementos/asi-de-facil/2020-03-10/como-hacer-un-nasobuco-o-mascarilla-en-casa,-,-,-,-,-,-,NA,NA,NA,NA,http://www.juventudrebelde.cu/thumbs/450x/crc/images/medias/2020/03/xjXVSQ_10-03-2020_17.03.13.000000.jpg,masque en tissus ,,,es/fr,CG,NON,,OUI,
38,Masques de protection simplifiés pour gouttelettes d’eau - Dossier IFTH 16 Mars 2020 ,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,INSTITUTION,Institut français du textile et de l'habillement,https://www.csfmodeluxe-masques.com/uploads/1/2/9/1/129160673/masques_de_protection_simplifie%CC%81_1.pdf,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2012.45.23.png,masques de trois niveaux,,,fr,CG,PARTIELLE,?,OUI,
39,MODE OPÉRATOIRE Masque respiratoire,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,ENTREPRISE,Les tissages de Charlieu,file:///C:/Users/garni/OneDrive/Documents/Corona/Mode-operatoire%20-%20discord%20de%20maker%20entraide.pdf,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,ATTENTION : Je ne sais pas vraiment si c'est un doc interne à l'entreprise ou un qui a vocation à circuler. j'ai été conduite à tomber dessus mais c'est pe pas normal. Lien du site associé : https://ltc-jacquard.com/accueil/les-tissages-de-charlieu-masques-de-confinement/,,,fr,CG,NR,,NON,
40,facemask sewing pattern,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,ANONYME,,https://freesewing.org/blog/facemask-frenzy/,-,-,-,-,-,-,NA,NA,NA,NA,https://freesewing.org/static/3c98e65ed28e9fc11a880c4a848a57a7/30417/diana.jpg,masque tissu ,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
41,Basic adult face mask,-,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,http://antisocialartshow.org/basic-adult-face-mask/?fbclid=IwAR2Z9sx8CwOibzHHCZruqX35PblgpB6eZlYvbQJVnkS6Dt0XDMTP3oRB4Dg,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2012.50.29.png,,,,en ,CG,NR,,OUI,
42,WHO-recommended Handrub Formulations,-,SANTE,HYGIENE,DIY,GEL,ANONYME,,https://www.who.int/gpsc/5may/Guide_to_Local_Production.pdf,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2012.52.07.png,Gel Hydroalcoolique,,,fr,CG,NR,,OUI,
43,Gel desinfectant à base d'étanol (français et espagnol),-,SANTE,HYGIENE,DIY,GEL,ANONYME,,https://www.appropedia.org/Gel_desinfectante_a_base_de_etanol,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2012.52.44.png,Gel Hydroalcoolique,,,fr/es,CG,NR,,OUI,
44,Minimal Universal Respirator - Prototype de respirateur en France,-,SANTE,HOPITAL,DIY/INDUSTRIEL,RESPIRATEUR_VENTILATOR,GROUPE,,https://www.mur-project.org/,-,-,-,-,-,-,NA,NA,NA,NA,https://www.mur-project.org/medias/index.jpg,respirateur,,,fr/en,CG,NR,En cours le 25/03 validation prévue pour la fin de semaine (28 ou 29 Mars),OUI,
45,Homemade box UV C for sterilization,-,SANTE,HYGIENE,DIY,AUTRE,INDIVIDU,,https://www.youtube.com/watch?v=gYwhYv1uIUI,-,-,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.02.19.png,Boite de stérilisation,,,en,CG,NR,,OUI,
46,DIY face mask,,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,INDIVIDU,Taiwanese doctor,https://mustsharenews.com/cloth-face-mask/,-,-,-,-,-,-,NA,NA,NA,NA,https://mustsharenews.com/wp-content/uploads/2020/02/cloth-face-mask-18.jpg,Masque en tissu avec ouvereture,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
47,Face mask Fabric (Chinese pdf),,SANTE,PROTECTION,DIY,MASQUE_TISSU,ANONYME,,https://www.pref.oita.jp/uploaded/attachment/2070448.pdf,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.04.50.png,Masque en tissu avec ouvereture,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=1,OUI,
48,Simple Respiratory Mask (Academic publication  2006),,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,INSTITUTION,Centers of Disease Control and Prevention (US),https://wwwnc.cdc.gov/eid/article/12/6/05-1468_article,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,Masque tissu - Article académique de 2006,,,en,CG,NR,Publié il y a + de 10 ans / pas une initiative de maker,NON,
49,DIY Cloth Face Mask,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://www.instructables.com/id/DIY-Cloth-Face-Mask/,,,-,-,-,-,NA,NA,NA,NA,https://content.instructables.com/FQK/R1J1/K7RRAY95/FQKR1J1K7RRAY95.LARGE.jpg?auto=webp&frame=1&width=667&height=1024&fit=bounds,,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
50,How to make a Face Mask (US),,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,INSTITUTION,Deaconess,https://www.deaconess.com/How-to-make-a-Face-Mask,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.08.14.png,Tuto d'un hopital dans l'Indiana,,,en,CG,NR,Sur leur page ils precisent bien qu'ils ne peuvent pas respecter les normes habituelles,OUI,
51,Reusable DIY Cloth Mask with Disposable Middle Layer Filter,,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://diymask.site/,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/DIYMask/DIYmask.github.io/version2/img/HKMask_dimension.png,Tuto a base d'objets du quotidien,,,en/chi,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
52,SEWING INSTRUCTIONS FOR THE FACE MASK PATTERN - Belgium Public Health,,PROTECTION,PROTECTION,DIY,MASQUE_TISSU,INSTITUTION,Belgium Public Health,https://makefacemasks.com/,,,-,-,-,-,NA,NA,NA,NA,https://makefacemasks.com/assets/img/hero-img.png,guidelines en belgique,,,en,CG,-,Approved by the FPS Public Health,OUI,
53,Mask COVID-19 - 3D printed,,SANTE,PROTECTION,DIY,MASQUE_I3D,ANONYME,,https://www.thingiverse.com/thing:3186997,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.10.47.png,etrange,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,OUI,
54,Free mask pattern and instructions!,,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://imgur.com/gallery/p517T4h,,,-,-,-,-,NA,NA,NA,NA,https://i.imgur.com/pdO7tn3.jpeg,masque tissu ,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=1,OUI,
55,Face Mask Hook - 3D printed,,SANTE,PROTECTION,DIY,MASQUE_I3D,INDIVIDU,,https://www.thingiverse.com/thing:4225191,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.13.18.png,Accessoire  attache de masque en i3D,,,en/chi,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=2,OUI,
56,3D Printable Air Tight Filter Mask (Experimental),,SANTE,PROTECTION,DIY,MASQUE_I3D,-,,https://hackaday.io/project/170487-3d-printable-air-tight-filter-mask-experimental,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.14.25.png,forme originale,,,fr,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=3,OUI,
57,Masque thermoformé prototype,,SANTE,PROTECTION,DIY,MASQUE_I3D,INDIVIDU,,https://www.thingiverse.com/thing:4231076,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.19.06.png,il annonce thermoformé mais aussi I3D,,,fr,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=4,OUI,
58,FACE MASK PATTERN,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://hellosewing.com/face-mask-sewing-pattern/,,,-,-,-,-,NA,NA,NA,NA,https://hellosewing.com/wp-content/uploads/face-mask-diy-featured-680x510.jpg,,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=5,OUI,
59,Sewing Fabric Face Masks,,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,INSTITUTION,Unity Point Health (USA),https://www.unitypoint.org/cedarrapids/sewing-surgical-masks.aspx,,,-,-,-,-,NA,NA,NA,NA,https://www.unitypoint.org/cedarrapids/filesimages/Coronavirus/IMG_3295%20(1).jpg,diffusé par  un centre hospitalier au USA,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=6,OUI,
60,Vaccum formed sealed mask,,SANTE,PROTECTION,DIY,MASQUE_I3D,INDIVIDU,,https://www.thingiverse.com/thing:4234487,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.25.13.png,Forme originale : Vaccum formed et 3D printed ,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=7,OUI,
61,(Adaptador Mascara decathlon- Filtro) Adaptateur de masque Decathlon - Filtre,,SANTE,PROTECTION,DIY,MASQUE_SNORKLING,INDIVIDU,,https://www.thingiverse.com/thing:4227369,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.26.13.png,Accessoire pour adapter les masques décathlon - prototype,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=8,OUI,
62,Thermoformed mask,,SANTE,PROTECTION,DIY,MASQUE_I3D,-,,https://www.thingiverse.com/thing:4234658,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.26.48.png,proto!!,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=9,OUI,
63,Mold for DIY Protective Face Mask - 3D Printed form for making paper pulp masks,,SANTE,PROTECTION,DIY,RESPIRATEUR_VENTILATOR,-,,https://www.instructables.com/id/DIY-Protective-Face-Mask/,,,-,-,-,-,NA,NA,NA,NA,https://content.instructables.com/FLL/8LME/K7NSTSU0/FLL8LMEK7NSTSU0.LARGE.jpg?auto=webp&frame=1&width=400&height=1024&fit=bounds,moule pour masque en papier maché,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=10,OUI,
64,DIY mask for basic protection from corona,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://www.youtube.com/watch?v=oLEE8RcyYo8,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.31.17.png,vidéo youtube de pliage,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=11,OUI,
65,Face Mask Sewing Pattern,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://www.craftpassion.com/wp-json/mv-create/v1/creations/19/print,,,-,-,-,-,NA,NA,NA,NA,https://www.craftpassion.com/wp-content/uploads/2013/08/IMG_20200129_104428.jpg,masque en tissu,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=12,OUI,
66,A.B. Mask - for a Nurse by a Nurse,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,nurse,https://www.instructables.com/id/AB-Mask-for-a-Nurse-by-a-Nurse/,,,-,-,-,-,NA,NA,NA,NA,https://content.instructables.com/F18/BZ2Z/K7VYJGJ1/F18BZ2ZK7VYJGJ1.LARGE.jpg?auto=webp&frame=1&width=564&height=1024&fit=bounds,masque par une infirmière,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=13,OUI,
67,MY FACE MASK: Masque avec filtre interchangeable,,SANTE,PROTECTION,DIY,MASQUE_I3D,ENTREPRISE,WASP 3D Printers,https://www.3dwasp.com/mascherina-stampata-3d-da-scansione-3d/?fbclid=IwAR2a7v_y6ly8GL_ghWONz9M68LNunH3YVz77F0wkIo_SmvZKoWUgNNHCnCM,,,-,-,-,-,NA,NA,NA,NA,https://www.3dwasp.com/wp-content/uploads/2020/03/3D-printed-mask-from-3D-scanning-MY-FACE-MASK-side2.jpg,3D printed avec filtre remplaçable,,,fr/it/en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=14,OUI,
68,How to make masks out of vacuum bags,,SANTE,PROTECTION,DIY,MASQUE_TISSU,INDIVIDU,,https://www.youtube.com/watch?v=-fBWTDoa7x4,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.33.34.png,Tuto video masque en tissu,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=15,OUI,
69,Mask tissu from Grenoble Alpes University Hospital Center (CHUGA),,SANTE,PROTECTION,DIY/PRO,MASQUE_TISSU,GROUPE,University Hospital Center (CHUGA),https://pad.degrowth.net/s/SyXCngBLL,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,basé sur : https://www.craftpassion.com/face-mask-sewing-pattern/,,,en,CG,NR,En lien avec CHUGA,NON,
70,Naehanleitung - Instruction de couture (Allemand),,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://media.essen.de/media/wwwessende/aemter/0115_1/pressereferat/Mund-Nasen-Schutz__Naehanleitung_2020_Feuerwehr_Essen.pdf,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.36.41.png,pdf en Allemand,,,de,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=15,OUI,
71,Tutoriel masque sans couture réutilisable lavable DIY covid19,,SANTE,PROTECTION,DIY,MASQUE_TISSU,GROUPE,Fablab Bordeau,https://www.youtube.com/watch?v=LnBb9Z8gdF4,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.37.58.png,Tuto vidéo masque en tissu basique,,,fr,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=16,OUI,
72,COV3D - FFF (FDM) 3d-print optimised mask that can be customised by photogrammetry,,SANTE,PROTECTION,DIY,MASQUE_I3D,-,,https://grabcad.com/library/cov3d-fff-fdm-3d-print-optimised-mask-that-can-be-customised-by-photogrammetry-2,,,-,-,-,-,NA,NA,NA,NA,https://d2t1xqejof9utc.cloudfront.net/screenshots/pics/6cf92e22be0daee7b66d6e405fe15c5e/large.JPG,,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=17,OUI,
73,Pleated mask,,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://drive.google.com/drive/folders/1och-RQ45PvDtQw7VVZ7XxIcs5e21qhUp,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.39.31.png,Pas clair ce truc,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=18,OUI,
74,How To Make a Face Mask,,SANTE,PROTECTION,DIY,MASQUE_TISSU,-,,https://www.joann.com/how-to-make-a-face-mask/042188731P321.html,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,,,,en,CG,NR,sur le groupe : https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=19,NON,
75,Emergency mask for hospital ventilators (with decathlon masks),Ils travaillent notamment sur les valves,SANTE,HOPITAL,DIY,MASQUE_SNORKLING,INSTITUTION,Isinnova,https://www.isinnova.it/easy-covid19-eng/,,,PLA,-,-,-,NA,NA,NA,NA,https://www.isinnova.it/wp-content/uploads/2020/03/DSC3147-scaled.jpg,,,,en,CG,UTILISE_DANS_STRUCT_MEDICALE_ETR,"Sur grp il est noté que : Testée au Chiari Hospital (Italie). 500 patients équipés
sur le groupe (Mathilde) : https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?userstoinvite=remy.seillier@francetierslieux.fr&ts=5e78b17e&actionButton=1#gid=1181031314",OUI,
76,Door Opener - Covid 19,,SANTE,PROTECTION,DIY,PORTE,INDIVIDU,,https://www.thingiverse.com/thing:4229393,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.41.42.png,Ouvreur de porte en I3D,,,en,CG,NR,sur le groupe (Mathilde) : https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?userstoinvite=remy.seillier@francetierslieux.fr&ts=5e78b17e&actionButton=1#gid=1181031315,OUI,
77,Hands-Free 3D-Printed Door Openers to Help Against the Spread of Coronavirus,,SANTE,PROTECTION,DIY,PORTE,ENTREPRISE,Materialize,https://www.materialise.com/en/hands-free-door-opener?elqTrackId=20b7e0f7116d499a97ad8f3b66dabb8b&elqaid=4271&elqat=2,,,-,-,-,-,NA,NA,NA,NA,https://www.materialise.com/sites/default/files/image-uploads/pages/Corporate/hands-free-door-opener-drawing-white.png,Ouvreur de porte en I3D,,,en,CG,NR,sur le groupe (Mathilde) : https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?userstoinvite=remy.seillier@francetierslieux.fr&ts=5e78b17e&actionButton=1#gid=1181031316,OUI,
78,Circular hands-free opener for front door bar (COVID19) - Sur-poignée de porte ,,SANTE,PROTECTION,DIY,PORTE,INDIVIDU,,https://www.thingiverse.com/thing:4232342,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.42.36.png,Sur-poignée de porte en I3D pour bares,,,en,CG,NR,sur le groupe (Mathilde) : https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?userstoinvite=remy.seillier@francetierslieux.fr&ts=5e78b17e&actionButton=1#gid=1181031317,OUI,
79,Hands-free opener for door L-handle 19mm without screws (COVID19) - Sur-poignée de porte ,,SANTE,PROTECTION,DIY,PORTE,INDIVIDU,,https://www.thingiverse.com/thing:4232365,,,-,-,-,-,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/illustrations/masks_visieres/Capture%20d%E2%80%99%C3%A9cran%202020-03-29%20%C3%A0%2013.43.42.png,Sur-poignée en I3D,,,en,CG,NR,sur le groupe (Mathilde) : https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?userstoinvite=remy.seillier@francetierslieux.fr&ts=5e78b17e&actionButton=1#gid=1181031318,OUI,
